college,year,CIP,Category,Title,Level,Gender,Awards
UCLA,2015,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,12
UCLA,2015,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Female,0
UCLA,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,68
UCLA,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCLA,2015,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCLA,2015,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCLA,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,34
UCLA,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,16
UCLA,2015,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,3
UCLA,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,36
UCLA,2015,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,21
UCLA,2015,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,26
UCLA,2015,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,1
UCLA,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,8
UCR,2015,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,0
UCR,2015,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCR,2015,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,6
UCR,2015,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,10
UCR,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,12
UCR,2015,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,10
UCR,2015,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,9
UCR,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,25
UCR,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,0
UCR,2015,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCR,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,9
UCR,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,8
UCR,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,12
UCR,2015,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,7
UCR,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,5
UCSD,2015,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,1
UCSD,2015,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,4
UCSD,2015,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSD,2015,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,6
UCSD,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,23
UCSD,2015,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,1
UCSD,2015,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCSD,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,40
UCSD,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,8
UCSD,2015,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCSD,2015,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCSD,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,34
UCSD,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,22
UCSD,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,25
UCSD,2015,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,5
UCSD,2015,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,2
UCSD,2015,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,1
UCSD,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,5
UCSF,2015,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,1
UCSF,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,5
UCSF,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,47
UCSF,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,2
UCSF,2015,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,18
UCSF,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,0
UCSB,2015,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCSB,2015,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,5
UCSB,2015,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,2
UCSB,2015,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,5
UCSB,2015,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,17
UCSB,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,9
UCSB,2015,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,11
UCSB,2015,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,3
UCSB,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,8
UCSB,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCSB,2015,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,0
UCSB,2015,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCSB,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,21
UCSB,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,19
UCSB,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,22
UCSB,2015,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,9
UCSB,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,6
UCSC,2015,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,4
UCSC,2015,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSC,2015,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,3
UCSC,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,5
UCSC,2015,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,6
UCSC,2015,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,0
UCSC,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,20
UCSC,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCSC,2015,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCSC,2015,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCSC,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,16
UCSC,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,2
UCSC,2015,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,8
UCSC,2015,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,2
UCSC,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,3
UCM,2015,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCM,2015,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,1
UCM,2015,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2015,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,0
UCM,2015,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCM,2015,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,2
UCM,2015,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,2
UCM,2015,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCB,2016,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,6
UCB,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,28
UCB,2016,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,10
UCB,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,7
UCB,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCB,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,32
UCB,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,36
UCB,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,25
UCB,2016,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,8
UCB,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,8
UCB,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,55
UCB,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCB,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCB,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,5
UCB,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,38
UCB,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,9
UCB,2016,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,3
UCB,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,31
UCB,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,12
UCB,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,11
UCB,2016,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,4
UCB,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,7
UCD,2016,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,14
UCD,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,1
UCD,2016,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,2
UCD,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCD,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,22
UCD,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,36
UCD,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,8
UCD,2016,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Female,7
UCD,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCD,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,81
UCD,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,1
UCD,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,10
UCD,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCD,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,16
UCD,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,5
UCD,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,21
UCD,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,1
UCD,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,8
UCD,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,6
UCI,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCI,2016,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,2
UCI,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,10
UCI,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,14
UCI,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,10
UCI,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,3
UCI,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCI,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,27
UCI,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,8
UCI,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,5
UCI,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCI,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,25
UCI,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,4
UCI,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,25
UCI,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,5
UCI,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,2
UCI,2016,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,1
UCI,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,6
UCLA,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,5
UCLA,2016,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,6
UCLA,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,3
UCLA,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCLA,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,60
UCLA,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,25
UCLA,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,25
UCLA,2016,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,1
UCLA,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,13
UCLA,2016,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Female,0
UCLA,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,67
UCLA,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,10
UCLA,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,5
UCLA,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCLA,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,19
UCLA,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,25
UCLA,2016,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,5
UCLA,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,33
UCLA,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,13
UCLA,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,21
UCLA,2016,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,4
UCLA,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,16
UCR,2016,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,0
UCR,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCR,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,2
UCR,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCR,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,9
UCR,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,14
UCR,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,5
UCR,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,2
UCR,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,21
UCR,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCR,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCR,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,14
UCR,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCR,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,8
UCR,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,4
UCR,2016,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,2
UCR,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCSD,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,5
UCSD,2016,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,7
UCSD,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSD,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,15
UCSD,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,26
UCSD,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,3
UCSD,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCSD,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,46
UCSD,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCSD,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCSD,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCSD,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,31
UCSD,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,18
UCSD,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,22
UCSD,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,8
UCSD,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,8
UCSD,2016,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,1
UCSD,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,3
UCSF,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,0
UCSF,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,4
UCSF,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,33
UCSF,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,4
UCSF,2016,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,30
UCSF,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCSB,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,4
UCSB,2016,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,3
UCSB,2016,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,3
UCSB,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSB,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,19
UCSB,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,13
UCSB,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,7
UCSB,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCSB,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,13
UCSB,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCSB,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCSB,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,5
UCSB,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,19
UCSB,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,9
UCSB,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,23
UCSB,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,12
UCSB,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,4
UCSC,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,6
UCSC,2016,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCSC,2016,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,5
UCSC,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,3
UCSC,2016,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,9
UCSC,2016,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,0
UCSC,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,14
UCSC,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,2
UCSC,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,0
UCSC,2016,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCSC,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,24
UCSC,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,8
UCSC,2016,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,9
UCSC,2016,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,3
UCSC,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,2
UCM,2016,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCM,2016,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,0
UCM,2016,'24',Non-STEM,"Liberal Arts and Sciences, General Studies and Humanities",Doctor's degree - research/scholarship,Female,1
UCM,2016,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,2
UCM,2016,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,1
UCM,2016,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,5
UCM,2016,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2016,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,3
UCM,2016,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,0
UCB,2017,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,4
UCB,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,19
UCB,2017,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,9
UCB,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,4
UCB,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,6
UCB,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,26
UCB,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,59
UCB,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,18
UCB,2017,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,5
UCB,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,14
UCB,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,62
UCB,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,7
UCB,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCB,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCB,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,43
UCB,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,11
UCB,2017,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,7
UCB,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,32
UCB,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,11
UCB,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,9
UCB,2017,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,6
UCB,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,7
UCD,2017,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,24
UCD,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,5
UCD,2017,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,1
UCD,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCD,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,17
UCD,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,25
UCD,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,4
